id,company,street,housenum,postalcode,city,country,notes,name,surname,surname_prefix,email,telephone,label,is_parent_of,is_child_of,roomType
1008,,,,,,ES,Room reservations,Lucía,Panera,,reservations@onlyyouhotels.com,0034910052222,hotel,,1007,
1018,Hotel Prinsenhof,Martinikerkhof,23,9712JH,Groningen,NL,,,,,"stikvoort@prinsenhof.nl, vandalfsen@prinsenhof.nl","0503176555, 0642507588",hotel,"1019, 1019, 1020, 1020",,"3 course dinner, City tax, DDR 8hrs, Superior Double room, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room"
1024,Hotel Mitland,Ariënslaan,1,3573 PT,Utrecht,NL,"

	

Ons voorstel hierbij is als volgt:

	CMP ontvangt 10% commissie op hotelreserveringen van het &lsquo;Mitland Best Available Rate&rsquo; en zaalarrangementen.
	Reserveringen worden uitsluitend telefonisch of via e-mail geplaatst (dus niet via onze site). 
	Wij werken met verrekeningen van deze commissie via een commissie factuur vanuit CMP. 
	De betalingen van reserveringen bij Mitland Hotel en Meetings zullen daarmee ook via CMP plaatsvinden.
	Reserveringen zijn onderhevig aan Uniforme Voorwaarden Horeca Nederland



	
		
			Wendy van Kampen
			Accountmanager
			(werkdagen; ma, di, do, vr)
			
			+31 (0)30 271 58 24
		
	



",,,,"info@mitland.nl, wendy.van.kampen@mitland.nl",0302715824,hotel,,,"City tax, Superior Double Room, Single use, Superior Fortzicht Room, Single use"
1026,Flonk Hotel Groningen Centre,Radesingel,50,9711EK,Groningen,NL,"

	

LET OP GEEN COMMISSIE MAAR KORTING, ALSVOLGT AANVRAGEN:

Goedendag,

Bij deze wil ik graag onderstaande reservering maken. Graag prijs in en ex korting volgens afspraak. Thanks

Hotel: &nbsp; &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Flonk Hotel Groningen Centre
Naam: &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Erik den Hertog
Check in:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 19 augustus
Check out:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; 20 augustus (1 nacht)

Comfort room including breakfast plus parkeerplek en op factuur naar ons. 



2025: Ontbijt &euro; 19, Parkeren &euro; 18.50, City tax &euro; 4

Via onze website bieden zij de kamerprijzen met 5% korting en &euro;2,- korting per ontbijt aan (om gasten mee te belonen als ze direct bij hunboeken, ipv via een boekingskanaal zoals booking.com of expedia).

Met Heleen de Leeuw heb ik besproken dat wij het beste telefonisch de reserveringen kunnen blijven maken, maar dat zij dan de prijs handmatig aanpassen naar de prijs die wij zien op de website. 

Commissiefacturen naar:

!!!! administratie@hotelgroningenplaza.nl&nbsp; !!!

Best Western Hotel Groningen Centre
Radesingel 50
9711 EK Groningen

",,,,reservations@hotelgroningencentre.nl,0031503162955,hotel,1027,"302, 3043","Classic Room, City tax, Single Room, DDR 8hrs, Standard Double room, Comfort Room, Overnamekosten factuur  5%+BTW, Deluxe Room, Superior Double room"
1030,Landgoed Zonheuvel,Amersfoortseweg,98,3941EP,Doorn,NL,"

	

COMMISSIE AFSPRAKEN:

IND kamers: 10% netto prijs inclsuief ontbijt.

MTG: 10% netto eind factuur ex diensten van derden

",,,,"receptie@landgoedzonheuvel.nl, stephanie.holwerda@landgoedzonheuvel.nl","0343473500, 0615681417",hotel,"1031, 1041",,"3 course dinner, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Comfort Double room, incl. breakfast."
1034,NH Conference Centre Koningshof,Locht,117,5504RM,Veldhoven,NL,Meetings & event Specialist,Menno ,Ettekoven,van,groups.nhkoningshof@nh-hotels.com,0402581901,hotel,1035,286,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Superior KING Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room, single use"
1037,De Baak Seaside,Koningin Astrid Boulevard,23,2202BJ,Noordwijk,NL,,,,,"welcome@debaakseaside.nl, receptie@debaakseaside.nl",0713690179,hotel,1038,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Comfort Double room, landzijde, Meeting room rental, Overnamekosten factuur  5%+BTW, Superior Double room"
1040,Hampton by Hilton Amsterdam Arena,Hoekenrode,1,1102BR,Amsterdam,NL,,,,,,0208203200,hotel,,290,"3 course dinner, City tax, DDR 8hrs, Twin Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Queen Double room"
1042,Apollo Leonardo Hotel NL,,,1070 HD,,NL,,,,,,,hotel,"785, 786, 2609",1494,
1045,Brownies per Post,Keizersgracht,41,7941 KB,Meppel,NL,,,,,info@browniesperpost.nl,0522785559,hotel,,,
1047,Sumup.nl,Vijzelgracht,41,1017 HP,Amsterdam,NL,,,,,no-reply@sumup.com,0208084296,hotel,,,
1048,Fletcher Wellness Hotel Helmond,Scheepsboulevard,2,5705KZ,Helmond,NL,"

	

Rooms: 10% commissie op netto prijs incl. ontbijt

",,,,,,hotel,,297,"Superior double room, single use, City tax, DDR 4hrs, DDR 8hrs, Deluxe Double Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Comfort Double room"
1053,Het Bakkertje,Oude Molstraat,38,2513BB,Den Haag,NL,,,,,info@hetbakkertje.nl,0703460229,hotel,,,
1054,Moestuin Maarschalkerweerd,Laan van Maarschalkerweerd,2,3585 Lj,Utrecht,NL,,,,,info@moestuinutrecht.nl,0302144869,hotel,"1055, 1055",,"3 course dinner, Arrangement, DDR 8hrs, Drankjes nacalculatie, Locatiehuur, Overnamekosten factuur  5%+BTW, Borrel"
1057,,,,,,NL,Sales & Brand Manager. Contact voor commissie overeenkomst,Bob,Lodder UITDIENST,,sales@fhsuites.com,0621711354,hotel,,304,
1058,,,,,,NL,Sales Manager,Nynke,Nicolai,,nnicolai@lauswolt.nl,0640095469,hotel,,646,
1060,,,,,,NL,Business & Development Manager,Alice,Tjia,,alice.tjia@postillionhotels.com,0031651322381,hotel,,1061,
1061,Postillion Hotels B.V.,Baan van Fectio,1,3981 HZ,Bunnik,NL,,,,,,,hotel,"1060, 1711, 1828, 2752",,
1062,Beachclub WoW,Zwarte pad,58,2586ZZ,Den Haag,NL,"

	

10% commissie

",,,,info@beachclubwow.nl,0619911475,hotel,"1063, 1063",,
1064,Rotterdam Marriott Hotel,Weena,686,3012CN,Rotterdam,NL,,,,,,0104302000,hotel,299,,"3 course dinner, City tax, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Superior Room, King bed, Twin Room"
1077,Laguna Beach,Heereweg,411,1871GL,Schoorl,NL,,,,,info@lagunabeach.nu,0725092773,hotel,1078,,
1079,Freeland Farm,Vreelandseweg,36,1393 PG,Nigtevecht,NL,,,,,info@freelandfarm.nl,0622574709,hotel,1080,,"3 course dinner, DDR 4hrs, DDR 8hrs, Overnamekosten factuur  5%+BTW"
1081,Hotel Mirador de Chamart,Calle del Arte 14,14,28033,Madrid,ES,,,,,miradordechamartin@artehoteles.com,0034917680141,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Deluxe family room"
1082,Restaurant van Puffelen,Prinsengracht,375 - 377,1016 HL,Amsterdam,NL,,,,,info@restaurantvanpuffelen.com,0206246270,hotel,"1083, 1083",,"3 course dinner, 3 course lunch, 4 course dinner, 4 course lunch, Dessert pick-up by boat: Kaasplankje, Dessert pick-up by boat: Aardbeijen frambozen cheesecake, Drink package Dutch dist., Overnamekosten factuur 5% + BTW, Private dining rental, wine & water package"
1084,"Apollo Hotel Amsterdam, a Tribute Portfolio Hotel",Apollolaan,2,1077 BA,Amsterdam,NL,,,,,meetings.apolloamsterdam@apollohotels.nl,0850075762,hotel,"1085, 1085","1494, 1494","City tax, DDR 4hrs, DDR 8hrs, 1 King Bed, Canal View, Deluxe Guest Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room"
1087,Beachclub People,Zuiderstrand,18,,Den Haag - Kijkduin,NL,,,,,info@beachclubpeople.nl,0703686849,hotel,1088,,"Drinks based on consumption, 3 course lunch, 4 course dinner, 4 course lunch, 5 course dinner, Drink package Dutch dist., Overnamekosten factuur 5% + BTW, Private dining rental, wine & water package"
1089,Bar & Restaurant Pavlov,Spui,173,2511BM,Den Haag,NL,"

	

8% netto eindfactuur voor reserveringen

",,,,info@pavlov.nl,0703622700,hotel,1090,,"3 course dinner, 3 course lunch, 4 course dinner, 4 course lunch, 5 course dinner, Bite package, Drink package Dutch dist., Overnamekosten factuur 5% + BTW, Private dining rental, wine & water package"
1091,Túnmanswente,Martenawei,2,9056PE,Koarnjum,NL,,,,,informatie@tunmanswente.nl,0582572190,hotel,,,"Nootjes garnituur, Dranken borrel op basis van verbruik, Overnamekosten factuur  5%+BTW"
1092,Hilton Amsterdam,Apollolaan,138,1077BG,Amsterdam,NL,"

	

BETALING VIA PAYMENT LINK

",,,,"cecilia.staiano@hilton.com, amshi.reservations@hilton.com",0207106051,hotel,1093,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Deluxe KING Room, Hilton KING Room, Meeting room rental, Overnamekosten factuur  5%+BTW"
1095,Van der Valk Sneek,Burgemeester Rasterhofflaan,1,8606KZ,Sneek,NL,,,,,sneek@valk.nl,0515481818,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Comfort room, Waterzijde, Meeting room rental, Overnamekosten factuur  5%+BTW, Comfort room, Parkzijde"
1099,Hotel Regina Louvre,place des pyramides,2,75001,Paris,FR,,,,,fanny.stehly@regina-hotel.com,0033142603309,hotel,1100,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Deluxe room, Meeting room rental, Overnamekosten factuur  5%+BTW, Superior room"
1101,The Berkeley,"Wilton Place, Knightsbridge",,SW1X 7RL,London,GB,,,,,reservations@the-berkeley.co.uk,00442071078927,hotel,1102,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Belgravia Room, Classic KING room, single use, Overnamekosten factuur  5%+BTW, Superior KING-bedded room"
1106,Van Gogh Museum Enterprises B.V.,,Postbus 75366,1070 AJ,Amsterdam,NL,,,,,info@vangoghmuseum.nl,0205705200,hotel,,,
1109,Brood en Banket Margriet B.V.,Dr. H.B. Wiardi Beckmanplein,53,4207 NA,Gorinchem,NL,,,,,info@bakkerijmargriet.nl,0183621819,hotel,,,
1110,Hangar Amsterdam B.V.,Aambeeldstraat,36,1021 KB,Amsterdam,NL,,,,,info@hangar.amsterdam,0203638657,hotel,,,
1111,Van der Valk Exclusief Hotel Den Haag-Nootdorp,Gildeweg,1,2632BD,Nootdorp,NL,,,,,,,hotel,,288,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Luxe kamer Twin, Meeting room rental, Overnamekosten factuur  5%+BTW, Comfort Double room"
1112,Patagonia Beach,Gevers Deynootweg,57A,2586HZ,Den Haag,NL,"

	

Bij groepen vanaf 25 personen werken ze met commissie!!

",,,,events@patagoniabeach.nl,"0653577343, 0622847873",hotel,1113,,
1116,Ibis Soissons,"Rue Jacques Brel, Zac De Chevreux",,02200,Soissons,FR,,,,,,0033365610510,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room for single use"
1129,Hampshire Hotel - Voncken Valkenburg,Walramplein,1,6301DC,Valkenburg,NL,,,,,info@hotelvoncken.nl,0436012841,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room"
1132,Orloff aan de Kade,Oosterkade,18,3582AT,Utrecht,NL,,Lotte,,,info@orloffaandekade.nl,0302686098,hotel,,,"3 course dinner, 3 course lunch, 4 course dinner, 4 course lunch, 5 course dinner, Bite package, Drink package Dutch dist., Overnamekosten factuur 5% + BTW, Private dining rental, wine & water package, Diner a la Carte, Overnamekosten factuur 7% + BTW"
1139,,,,,,NL,Groups & Events Sales Executive ,Steven,Post,,steven.post@ihg.com,0205203197,hotel,"684, 684",,
1140,Eden City Hotel Groningen,Gedempte Kattendiep,25,9711PM,Groningen,NL,,,,,info.citygroningen@edenhotels.nl,0505886565,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, City Room, Overnamekosten factuur  5%+BTW, City Twin Room"
1141,NH Zandvoort,Burgemeester van Alphenstraat,63,2041KG,Zandvoort,NL,,,,,nhzandvoort@nh-hotels.com,0235760760,hotel,,286,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Family Suite, Meeting room rental, Overnamekosten factuur  5%+BTW, Superior Double room, landzijde"
1166,Premier Suites Plus Rotterdam,Weena,710,3014DA,Rotterdam,NL,"

	

Akkoord om op factuur te gaan betalen.

Concreet houdt dit in, voor long stay boekingen sturen wij de factuur op check-in van de gast naar het door jullie opgegeven adres. Vervolgens zal er een 14 dagen betalingstermijn ingang gaan.
&nbsp;

",,,,"sales@premiersuitesrotterdam.com, reservations@premiersuitesrotterdam.com",0852086000,hotel,"1167, 1316, 1459, 1459",,"3 course dinner, City tax, Superior 1 bedroom apartment, Meeting room rental, Overnamekosten factuur  5%+BTW, 1 bedroom apartment"
1169,Rapa Nui,Boulevard Barnaart,27,2041JA,Zandvoort,NL,"

	

GEEN COMMISSIE, EVENTUEEL MARGE MOGELIJK

",,,,rapan002@rapanui.nl,,hotel,,,
1171,Westcord WTC Hotel Leeuwarden,Heliconweg,52,8914AT,Leeuwarden,NL,"

	

Boekings code C1555

",,,,receptie.wtc@westcordhotels.nl,0582334900,hotel,,"301, 301, 301","3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Comfort Deluxe room, Meeting room rental, Overnamekosten factuur  5%+BTW"
1172,Fletcher Hotel-Paleis Stadhouderlijk Hof,Hofplein,29,8911HJ,Leeuwarden,NL,,,,,info@hotelstadhouderlijkhof.nl,0582162180,hotel,,297,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Comfort Double room"
1173,Sir Adam Hotel,Overhoeksplein,7,1031KS,Amsterdam,NL,,,,,reservations@siradamhotel.com,0202159510,hotel,,284,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Sir Deluxe room, Meeting room rental, Overnamekosten factuur  5%+BTW, Sir Boutique room"
1177,Drink & Eetlokaal Proefverlof,Blokhuissteeg,40,8911LJ,Leeuwarden,NL,"

	

10% commissie

Beste Harold,&nbsp;

Na aanleiding van ons telefoongesprek stuur ik je deze mail.&nbsp;

In het telefoongesprek gaf je aan de 10% commissie graag achteraf te willen verrekenen. Wij sturen de factuur zonder de commissie naar jullie, daarna ontvangen wij een tegenrekenen met daarop het kortingsbedrag wat wij aan jullie terug moeten betalen.&nbsp;

Mijn collega, tevens &eacute;&eacute;n van de eigenaren van Proefverlof, geeft aan dat dat akkoord is. Wij zullen dit vanaf nu voor jullie toepassen.&nbsp;

Alvast een fijn weekend gewenst!&nbsp;

Met hartelijke groet,&nbsp;Gea 
&nbsp;

",,,,"willem@proefverlof.frl, info@proefverlof.frl",0583020030,hotel,,,
1179,Novotel Rotterdam Brainpark,K.P. van der Mandelelaan,150,3062MB,Rotterdam,NL,,,,,h1134-re@accor.com,0102532532,hotel,,291,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Superior room, Executive Double Room, Overnamekosten factuur  5%+BTW, Superior Double room"
1194,Amrath Hotel DuCasque Maastricht,Helmstraat,14,6211TA,Maastricht,NL,,,,,info@hotelducasque.nl,0433214343,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Standard Double room, Max. F&B Spend, Overnamekosten factuur  5%+BTW, Deluxe Double room"
1195,Hilton Brussels Grand Place,Carrefour de l Europe,3,1000,Brussels,BE,,,,,brusselsgrandplace_reservations@hilton.com,003225484211,hotel,,289,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Hilton King Guestroom"
1201,,,,,,NL,Banquet Sales,Anouk,Slingerland,,,0642816943,hotel,,738,
1202,Hotel Cruise,Via Carducci,3,22070,Montano Lucino (Como),IT,,,,,fabio.griffini@hotelcruise.it,0039031478301,hotel,1203,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Junior Suite, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room"
1206,Capriole Cafe,Fokkerkade,18,2516CC,Den Haag,NL,,,,,info@capriolecafe.nl,0681615102,hotel,1207,,
1208,Van der Valk Exclusief Hotel Schiphol A4,Rijksweg A4,3,2132MA,Hoofddorp,NL,,,,,sales@schiphol.valk.nl,0252629293,hotel,"288, 1210",,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Deluxe Room"
1212,Crowne Plaza Amsterdam South,George Gershwinlaan,101,1082 MT,Amsterdam,NL,,,,,info.amspc@ihg.com,0205043666,hotel,,308,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Superior King With Club Access, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard KING room"
1213,Stanhope Hotel Brussels by Thon Hotels,Handelsstraat,9,1000 ,Brussels,BE,,,,,info@stanhope.be,003225069111,hotel,,1214,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room"
1214,Thon Hotels Belgie,,,,Brussels,BE,"

	

Voormalig contact Caroline Duarte, niet langer werkzaam. Nieuw contact via Jefferson Badajos. 10% commissie

",,,,"reservations@thonhotels.be, valeria.melchiori@vmrepresentative.com","003227007878, 0032474779782",hotel,"1213, 1215, 2343",1757,
1222,Best Western Plus Hotel Des Francs,Boulevard Jeanne d'Arc,62 ,02200,Parc Gouraud Soissons,FR,,,,,,0033360714000,hotel,,302,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room"
1232,Moxy Utrecht,Helling,1,3523CB,Utrecht,NL,,,,,reservations@res-marriott.com,0308080303,hotel,299,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Moxy Sleeper, Queen bed"
1235,Sofitel Warsaw Victoria,Krolewska 11 ,,00-065 ,Warsaw,PL,,,,,h3378@sofitel.com,0048226578011,hotel,,291,"3 course dinner, Classic KING room, single use, Superior KING room, DDR 8hrs, Deluxe King room, Late Check out"
1247,Fletcher Landgoed Hotel Avegoor,Zutphensestraatweg,2,6955AG,Ellecom,NL,,,,,"info@landgoedavegoor.nl, banqueting@landgoedavegoor.nl",0313430600,hotel,2467,297,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Comfort Double room with shower & balcony"
1248,Landgoed Rhederoord,Parkweg,19,6994CM,De Steeg,NL,,,,,info@rhederoord.nl,0264959104,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Comfort Double room, landhuis"
1255,Three Corners Hotel Anna Budapest,Gyulai Pál utca,14,H-1085,Budapest,HU,,,,,fo-hotelanna@threecorners.hu,003616104680,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Deluxe Double room"
1257,Holiday Inn Hamburg Hafencity,Überseeallee,15,20457,Hamburg,DE,,,,,"info@hi-hamburg-hafen.de, reservation@hi-hamburg-hafen.de","00494032503850, 0049403250385930",hotel,1260,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room"
1262,Radion Amsterdam,Louwesweg,1,1066EA,Amsterdam,NL,"

	

UIT DIENST onderhandeling omtrent commissie lopen nog met Iris.&nbsp;

",,,,,,hotel,"1263, 1263",,
1265,Restaurant Jaspers,Ceintuurbaan,196,1072GC,Amsterdam,NL,,,,,contact@restaurantjaspers.nl,0204715233,hotel,"1266, 1266, 1266, 1266",,
1270,Residence Inn Dallas Plano Richardson at Coit Rd.,Silverglen Dr,300,TX 75075,Plano,US,,,,,ricoitfrontdesk@gmail.com,0019725963200,hotel,,"299, 299, 299, 299","3 course dinner, City tax, US TAX & Fees, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Studio, 1 KING, Sofa bed"
1274,The Harbour Club Den Haag,Binckhorstlaan ,36,2516 BE ,Den Haag,NL,070 891 32 24,Tamara,,,tamara@theharbourclub.com,"0614962291, 0708913224",hotel,,,
1281,Amedia Amsterdam Airport Hotel,Boeingavenue,333,1119 PH,Schiphol-Rijk,NL,"

	

Geen commissie, lang verblijf goedkoipe inkoop en dure verkoop

Business superior room (met kitchenette):
-&nbsp;INKOOP: &euro; 1600,- per 31 nachten. Incl. BTW en City tax.
- VERKOOP: Afhankelijk van gepubliceerde rate, atijd checken voor aanbieden aan klant. &euro; 2600,- verkoop.
&nbsp;

",,,,amsterdamairport@amediahotels.com,0882029100,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Business Superior room, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Business Room, Lounge Room"
1284,Boutique Hotel Straelman,Straalmanstraat,28,6521JM,Nijmegen,NL,,,,,info@straelman.nl,0243888000,hotel,1285,,"3 course dinner, City tax, DDR 12hrs, DDR 4hrs, DDR 8hrs, Executive Double room, Flipover, Meeting room rental, Deluxe Double room, single use"
1285,,,,,,NL,,Tanja,Seegers,,info@straelman.nl,0243888000,hotel,,1284,
1289,Hilton Paris La Defense,"Place de la Défense, le CNIT",2,92053 ,Paris La Defense Cedex,FR,Yield coordinator & Reservation Supervisor                                                             ,David Perez,Alonso,,anais.evrard@hilton.com,0033146921052,hotel,,289,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, KING Relaxation Room, Meeting room rental, Overnamekosten factuur  5%+BTW, King Superior Room"
1293,Babylon Hotel Den Haag,Bezuidenhoutseweg,53,2594AC,Den Haag,NL,"

	

CONTRACTPRIJS 2024/2025
Standaard: Euro 155.00 incl. ontbijt, excl. 5,35 citytax&nbsp;
Superior: Euro 170.00&nbsp;incl. ontbijt, excl. 5,35 citytax
Supplement double use is Euro 18,50
12% Commissie!!


CONTRACTPRIJS 2023
Standaard: Euro 145.00 incl. ontbijt, excl. 5,35 citytax&nbsp;
Superior: Euro 160.00&nbsp;incl. ontbijt, excl. 5,35 citytax
Supplement double use is Euro 18,50


CONTRACTPRIJS ONLINE TE BOEKEN MET CODE: AEGON22
Standaard: Euro 137.50 incl. ontbijt, excl. 5,35 citytax&nbsp;
Superior: Euro 152.50&nbsp;incl. ontbijt, excl. 5,35 citytax
Supplement double use is Euro 16,50
&nbsp;

",,,,"marloes.vandeventer@edenhotels.nl, reservations.babylon@edenhotels.nl, events.babylon@leonardo-hotels.nl",0031703814901,hotel,"1294, 2078",,"City tax, DDR 4hrs, DDR 8hrs, Superior TWIN Room, Meeting room rental, Overnamekosten factuur  5%+BTW, Parkeren Q-Parc Den Haag CS New Babylon"
1296,Meeting Chalet Hilvarenbeek,Tilburgseweg,47a,5081NG,Hilvarenbeek,NL,"

	

Leuke exclusieve locatie vlakbij VdV Tilburg!&nbsp;

Met 1,5 m max 12 personen zonder 1,5m max 24 personen.&nbsp;

",,,,info@meetingchalet.nl,0031629112431,hotel,1297,,
1303,Inntel Hotels Amsterdam Landmark,VOC-kade,600,1018LG,Amsterdam,NL,,,,,reservationslandmark@inntelhotels.nl,0202272550,hotel,,"307, 307","City Double Panorama Room, City tax, DDR 4hrs, DDR 8hrs, City Comfort Room, Meeting room rental, Overnamekosten factuur  5%+BTW, City Twin Room"
1309,Social Impact Factory,Vredenburg,40,3511 BD,Utrecht,NL,,,,,reserveringen@socialimpactfactory.com,0302271812,hotel,1310,,
1310,,,,,,,,Silvie,van Mulukom,,reserveringen@socialimpactfactory.com,0302271812,hotel,,1309,
1311,Van der Valk Exclusief Hotel Heerlen,Terworm,10,6411 RV,Heerlen,NL,,,,,receptie@heerlen.valk.nl,0455601800,hotel,1312,,"3 course dinner, Comfort KING room, single use, DDR 4hrs, DDR 8hrs, Deluxe Double room, Meeting room rental"
1315,Hotel Arts Barcelona,Marina ,19-21,08005, Barcelona,ES,,,,,hotel.arts@ritzcarlton.com,0034932211000,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Deluxe Double Room"
1318,Flonk Hotel Groningen Zuid (Former Best Western),Laan Corpus den Hoorn,300,9728 JT,Groningen,NL,"

	

Commissiefacturen naar:

administratie@hotelgroningenplaza.nl

Best Western Plus Hotel Groningen Plaza
Laan Corpus den Hoorn 300
9728 JT Groningen

",,,,"info@hotelgroningenplaza.nl, administratie@hotelgroningenplaza.nl",0505248000,hotel,,"302, 3043","3 course dinner, City tax, Comfort Double room, DDR 4hrs, DDR 8hrs, Meeting room rental, Overnamekosten factuur  5%+BTW, Comfort Top View"
1323,WestCord Hotel Noordsee,Strandweg,42,9163GN,Nes,NL,Receptie,Ralf,Schutrups,,noordsee@westcordhotels.nl,0519546654,hotel,,301,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Overnamekosten factuur  5%+BTW, Balkonkamer, enkelgebruik"
1324,WestCord Hotel Schylge,Burgemeester van Heusdenweg,37,8881ED,West-Terschelling,NL,,,,,schylge@westcordhotels.nl,0562442111,hotel,,301,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Superior Room Landzijde, Double use, Overnamekosten factuur  5%+BTW, Superior Room Landzijde, Single use"
1327,Hotel Cafe Restaurant Duinzicht,Badweg,17,9166ND,Schiermonnikoog,NL,,,,,info@hotelduinzicht.nl,0519531218,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Overnamekosten factuur  5%+BTW, Standard single room"
1328,Loods Hotel Vlieland,Dorpsstraat,1-3,8899AA,Vlieland,NL,,,,,nfo@loodshotel.nl,0562451818,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Overnamekosten factuur  5%+BTW, Standaard tweepersoonkamer, enkel gebruik"
1334,Van der Valk Hotel Texel - De Koog,Pelikaanweg,18,1796NR,De Koog,NL,,,,,info@valktexel.nl,0222317202,hotel,,285,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Comfort Double room, single use, Overnamekosten factuur  5%+BTW, Economy Double room, single use"
1337,Hotel Brasserie Brakzand,Langestreek,66,9166LE,Schiermonnikoog,NL,,,,,info@brakzand.nl,0613257673,hotel,1338,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Overnamekosten factuur  5%+BTW, Standard Double room, single use"
1339,Hotel NAP,Torenstraat,55,8881BH,West-Terschelling,NL,,,,,info@hotelnap.nl,0562443210,hotel,,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Overnamekosten factuur  5%+BTW, Kleine tweepersoonskamer met douche"
1342,La Maison Chantecler,Avenue Circulaire,154,1180,Uccle,BE,,,,,lamaisonchantecler@gmail.com,0032484820203,hotel,1343,,"3 course dinner, City tax, DDR 4hrs, DDR 8hrs, Executive Double Studio, Meeting room rental, Overnamekosten factuur  5%+BTW, Standard Double room"
