"id","company","street","housenum","postalcode","city","country","notes"
2868,SIXT,Kruisweg,"791","2132NG",Hoofddorp,NL,"<html>
<head>
	<title></title>
</head>
<body>AUTO VERHUUR<br />
<br />
<span style=""font-size:10.5pt""><span style=""font-family:&quot;Arial&quot;,sans-serif""><span style=""color:#191919"">Dear Travel Agency Partner,<br />
&nbsp;<br />
The time has come!&nbsp;<br />
<br />
We&rsquo;re thrilled to kick start 2023 with the launch of our new booking portal, which is 100% tailored and dedicated to you, our valued partner.<br />
The launch of our new booking platform, The Partner Hub - will take place on 1/2/23.<br />
<br />
As a reminder, here are your new login details that have been allocated to your SIXT Agency Number&nbsp;<b>5139389</b>:<br />
<br />
Going forward, you will no longer require your previous login credentials. To access the Partner Hub, your login information is as follows:<br />
<br />
<a href=""http://click.corp.sixt.com/?qs=338e8c9fe083c294f54d571b7e4738937ddaf7bd3877f7eea164e44942a6f25b699cc8dacbf0a777898ffb3135aeb4b37a0fb02d5844cef8"" style=""font-family:Arial,sans-serif; color:blue; text-decoration:underline"" title=""https://partner.sixt.com""><span style=""color:#ff5f00"">https://partner.sixt.com</span></a><br />
Login email address:&nbsp;<b><a href=""http://click.corp.sixt.com/?qs=338e8c9fe083c29401de4e49094258b641fb3f2cb2d7d9ce8729a8993da6c4d76191e5175df6e6a12be5e137ccd04761a0672e3113bd0acf"" style=""font-family:Arial,sans-serif; color:blue; text-decoration:underline"" title=""info@corporatemeetingpartner.com""><span style=""color:black""><span style=""text-decoration:none""><span style=""text-underline:none"">info@corporatemeetingpartner.com</span></span></span></a></b><br />
Password:&nbsp;<b>Travel2022</b><br />
<br />
In order to ensure a smooth transition period, and to give you enough time to familiarize yourself with the new platform &ndash; The current site (sixtagent.com) will remain active until further notice. We will keep you updated when it will be closed.<br />
<br />
To support you further with this exciting transition, we have linked below a user guide which includes everything you&rsquo;ll need to know to get started: <a href=""http://click.corp.sixt.com/?qs=338e8c9fe083c29415e5f82db2c1bc2535f039454b10e334bcfc56d451631a39641489cac73b5e8dcfce04bd0ac9b1fe20c0004d267d40c3"" style=""font-family:Arial,sans-serif; color:blue; text-decoration:underline"" title=""USER GUIDE""><span style=""color:#ff5f00"">USER GUIDE</span></a></span></span></span><br />
<br />
&nbsp;</body>
</html>
"
2869,"","","","","","",""
2870,"","","","","",NL,""
2871,"","","","","","",""
2872,Hospes Puerta de Alcalá,"Pl. de la Independencia, ","3","28001 ",Madrid,ES,"Central reservations

10% commissie, mailen voor reserveringen"
2873,"","","","","",NL,"Executive Assistant to CRO & Head of Risk Aegon Nederland 
Supports Wim vd Kraats & Martijn Tans
"
2874,"","","","","","",""
2875,Mama Shelter Belgrade,Kneza Mihaila ,"54A","11000",Belgrado,RS,""
2876,The Slaak Rotterdam,Slaak,"34","3061 CS",Rotterdam,NL,""
2877,"","","","","",NL,""
2878,"","","","","","",""
2879,"","","","","","",""
2880,"","","","","","",""
2881,Best Western City Hotel Woerden,Utrechtsestraatweg,"25","3445 AL",Woerden,NL,Operationeel Manager 
2882,"","","","","",NL,Information Security Officer 
2883,"","","","","","",""
2884,Martin's Patershof,Karmelietenstraat ,"4","2800",Mechelen,BE,"<html>
<head>
	<title></title>
</head>
<body><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><u><strong>Facturatie adres voor commissie</strong></u><br />
<br />
N.V. Martin&rsquo;s Hotels S.A.&nbsp; -&nbsp; Martin&rsquo;s Patershof</span></span><br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">Avenue du Lac 87</span></span><br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">B-1332 Genval</span></span><br />
<span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif"">BE 0422 825 374</span></span><br />
&nbsp;</body>
</html>
"
2885,"","","","","","",""
2886,Hotel Princenhof,Piet Miedemaweg,"15","9264 TJ",Earnewâld,NL,""
2887,"","","","","","",""
2888,"","","","","","",""
2889,"","","","","","",""
2890,New York Marriott Downtown,West Street at Albany Street,"85","10006",New York,US,""
2891,"","","","","","",""
2892,Grasberger Hof GmbH,Speckmannstraße,"58","28879",Grasberg,DE,""
2893,Meeting Space Amsterdam,Kanaalstraat,"132 H","1054 XN",Amsterdam,NL,"<html>
<head>
	<title></title>
</head>
<body>10% commissie op netto einfd factuur (via Germaine gevonden)</body>
</html>
"
2894,"","","","","","",""
2895,"The Westin Washington, D.C. City Center",M Street NW,"1400","20005",Washington ,US,""
2896,Kimpton Banneker Hotel,"16th Street NW","1315","20036 ",Washington,US,""
2897,"","","","","","",""
2898,Hotel & Spa La Belle Juliette,Rue du Cherche-Midi,"92","75006",Parijs,FR,""
2899,Des Moines Marriott Downtown,"700 Grand Avenue ","700","50309 ",Des Moines Iowa,US,""
2900,"","","","","",NL,""
2901,"","","","","","",""
2902,"","","","","","",""
2903,"","","","","","",""
2904,Premier Inn London Bank (Tower),St Mary At Hill,"20",EC3R 8EE,London,GB,""
2905,NH Collection Amsterdam Barbizon Palace,Prins Hendrikkade,"59-72","1012 AD ","",NL,""
2906,"","","","","","",""
2907,"","","","","","",""
2908,Légère Hotel Luxembourg,rue Gabriel Lippmann  (Parc d'activité Syrdall),"11",L-5365 ,Munsbach,LU,""
2909,"","","","","","",""
2910,"","","","","","",""
2911,"","","","","","",""
2912,"","","","","","",""
2913,"","","","","","",""
2914,Hilton Chicago O'Hare Airport,O'Hare International Airport,"",IL 60666 ,Chicago,US,""
2915,"","","","","","",""
2916,"","","","","","",""
2917,Elite Hotel Stockholm Plaza ,Birger Jarlsgatan,"29", 111 45,"Stockholm,","",""
2918,Scandic Front Copenhagen,Sankt Anna Plads,"21",DK-1250,COPENHAGEN,DK,""
2919,"","","","","","",""
2920,Hotel Hulst,van der Maelstedeweg,"4a","4561GT",Hulst,NL,""
2921,"","","","","","",""
2922,"","","","","","",""
2923,"","","","","","",""
2924,"","","","","","",""
2925,"","","","","","",""
2926,"","","","","","",""
2927,"","","","","","",""
2928,"","","","","","",""
2929,"","","","","","",""
2930,"","","","","","",""
2931,MMousse,Krom Boomssloot,"8-Hs","1011GV",Amsterdam,NL,"10% netto eind factuur 
2 locaties! Breda & Amsterdam"
2932,Lore Group ,Broadway,"1250",NY 10001,New York,US,""
2933,"","","","","","","Hotels: Pullitzer & kimpton de Witt 
US en Londen"
2934,Pullitzer Amsterdam,Prinsengracht,"323","1016GZ",Amsterdam,NL,""
2935,"","","","","","",""
2936,"","","","","","",""
2937,"","","","","","",""
2938,Okko Hotels Paris La Defense,boulevard de La Défense,"2261","92000",Nanterre,FR,"Receptie. Geen commisise. alleen via member rate korting 10%, normale prijs bevestigen aan klant

Ontbij is € 18,- p.p."
2939,"","","","","","",""
2940,Hotel Mercure Parijs Arc de Triomphe Étoile,avenue des Ternes,"27","75017",Paris,FR,""
2941,The Social Hub Eindhoven ,Stationsweg,"1","5611AA",Eindhoven,NL,"<html>
<head>
	<title></title>
</head>
<body>
<table class=""Table"" style=""border-collapse:collapse"">
	<tbody>
		<tr>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:1px solid black; border-right:1px solid black; border-left:1px solid black"" valign=""top"">&nbsp;</td>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:1px solid black; border-right:1px solid black; border-left:none"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><b><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">Commission </span></span></b></span></span></td>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:1px solid black; border-right:1px solid black; border-left:none"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><b><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">Valid until </span></span></b></span></span></td>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:1px solid black; border-right:1px solid black; border-left:none"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><b><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">TSH Locations</span></span></b></span></span></td>
		</tr>
		<tr>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:none; border-right:1px solid black; border-left:1px solid black"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><b><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">Extended Stay (14+ nights)</span></span></b></span></span></td>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:none; border-right:1px solid black; border-left:none"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">7.5% commission on room rate </span></span></span></span></td>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:none; border-right:1px solid black; border-left:none"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">31/12/2024</span></span></span></span></td>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:none; border-right:1px solid black; border-left:none"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">Eindhoven/ Maastricht/ The Hague/ Rotterdam/ Delft/ Groningen/ Amsterdam West</span></span></span></span></td>
		</tr>
		<tr>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:none; border-right:1px solid black; border-left:1px solid black"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><b><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">Hotel Stay (1-14 nights)</span></span></b></span></span></td>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:none; border-right:1px solid black; border-left:none"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">10% commission on room rate</span></span></span></span></td>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:none; border-right:1px solid black; border-left:none"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">31/12/2024</span></span></span></span></td>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:none; border-right:1px solid black; border-left:none"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">Eindhoven/ Maastricht/ The Hague/ Rotterdam/ Delft/ Groningen/ Amsterdam West</span></span></span></span></td>
		</tr>
		<tr>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:none; border-right:1px solid black; border-left:1px solid black"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><b><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">Meeting &amp; Events</span></span></b></span></span></td>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:none; border-right:1px solid black; border-left:none"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">10% commission on meetingspace only</span></span></span></span></td>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:none; border-right:1px solid black; border-left:none"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">31/12/2024</span></span></span></span></td>
			<td style=""border-bottom:1px solid black; width:209px; padding:0cm 7px 0cm 7px; border-top:none; border-right:1px solid black; border-left:none"" valign=""top""><span style=""font-size:11pt""><span style=""font-family:Calibri,sans-serif""><span style=""font-family:&quot;Verdana&quot;,sans-serif""><span style=""color:#303030"">Eindhoven/ Maastricht/ The Hague/ Rotterdam/ Delft/ Groningen/ Amsterdam West</span></span></span></span></td>
		</tr>
	</tbody>
</table>
</body>
</html>
"
2942,"","","","","",NL,HR Adviseur 
2943,"","","","","","",""
2944,"","","","","","",""
2945,"","","","","","",""
2946,Croonwolter&dros,Marten Meesweg,"25","3068AV",Rotterdam,NL,""
2947,"","","","","","",""
2948,Sonder | Casa Luz,Ronda de la Univ.,"1","08007",Barcelona,ES,""
2949,"","","","","","",""
2950,"","","","","",NL,""
2951,"","","","","",NL,Senior Proces en Implementation Coördinator Aegon Advies
2952,"","","","","","",""
2953,Courtyard Brussels EU,Rue Joseph II,"32","1000",Brussels,BE,""
2954,"","","","","","",""
2955,"","","","","","",""
2956,"","","","","","",""
2957,Estrel Berlin,Sonnenallee,"225","12057",Berlijn,DE,""
2958,"","","","","","",MEETING & EVENTS
2959,"","","","","","",""
2960,"","","","","","",""
2961,Hotel Indigo London - Tower Hill,Minories,"142",EC3N 1LS,London,GB,""
2962,"","","","","","",""
2963,Maritim Amsterdam,Asterweg,"19 D10","1031HL",Amsterdam,NL,DOS - ook voor aanvragen overige Maritim Hotels
2964,"","","","","",NL,Security Officer
2965,"","","","","","",""
2966,Holiday Inn London - Regent's Park ,Carburton Street,"",W1W 5EE,London,GB,""
2967,"","","","","","",""
2968,Hyatt Regency Baltimore Inner Harbor,Light Street,"300","21202",Baltimore,US,""
2969,"","","","","","",""
2970,"","","","","","",""
2971,Keizer Culinair,Elandsstraat,"169-173","1016RZ",Amsterdam,NL,Sales & marketing Stagiair
2972,"","","","","",NL,""
2973,"","","","","","",""
2974,Holiday Inn Nürnberg City Centre,Engelhardsgasse,"12","90402",Nürnberg,DE,""
2975,"","","","","","",""
2976,Hyatt Place Baltimore/Inner Harbor ,South Central Avenue,"511","21202",Baltimore,NL,""
2977,"","","","","","",Sales Manager
2978,"","","","","","",""
2979,Ibis Styles Lisboa Centro Marquês de Pombal,Av. Fontes Pereira de Melo,"5","1069-114",Lisboa,PT,Recepcionista
2980,"","","","","","",""
2981,"","","","","","",""
2982,Van der Valk Hotel Liège,Esplanade de l Europe ,"2B","4020",Liege,BE,""
2983,"","","","","","",""
2984,"","","","","","",""
2985,Best Western Plus Hotel Plaisance,Avenue de la Libération,"96","69400",Villefranche sur Saone,FR,""
2986,Fletcher Wellness-Hotel Trivium,Trivium,"72","4873 LP ",Etten-Leur,NL,""
2987,"","","","","","",""
2988,"","","","","","",""
2989,"","","","","","",""
2990,Four Seasons Hotel Denver,"14th Street","1111","80202",Denver,US,""
2991,"","","","","","",Reservations
2992,"","","","","","",""
2993,"","","","","","",""
2994,"","","","","","",""
2995,"","","","","","",""
2996,"","","","","","",""
2997,Hotel Mercure Paris Gare Montparnasse TGV,rue de la Gaité,"20","75014",Parijs,FR,""
2998,"","","","","","",""
2999,SAHARA Las Vegas,S Las Vegas Blvd,"2535","89109",Las Vegas,US,"<html>
<head>
	<title></title>
</head>
<body>WERKEN MET PAYMENT LINKS!<br />
&nbsp;</body>
</html>
"
3000,"","","","","","",""
3001,Eglizen Boektiek BB ,Kersenlaan,"8","4513 AK",Hoofdplaat,NL,Eigenaar Veronique Tillemans Aegon
3002,"","","","","","",""
3003,"","","","","","",""
3004,"","","","","","",""
3005,"","","","","","",""
3006,"","","","","","",""
3007,"","","","","","",""
3008,"","","","","",NL,Customer Journey Expert KYC & FEC 
3009,"","","","","","",""
3010,"","","","","","",""
3011,"","","","","","",""
3012,"","","","","","",""
3013,"","","","","","",""
3014,"",Snekerkade,"1","8911 AA",Leeuwarden,NL,""
3015,Hotel EAST Hong Kong,Taikoo Shing Road,"29","",Taikoo Shing,HK,""
3016,"","","","","","",""
3017,"","","","","","",""
3018,Hilton Hotels Germany,Frankfurt,"20","60528 ",Lyoner strasse,DE,"Account Executive  
Hilton Hotels Germany "
3019,"","","","","",NL,""
3020,"","","","","","",""
3021,"","","","","","",""
3022,"","","","","",NL,""
3023,"","","","","","",""
3024,"","","","","","",""
3025,"","","","","","",""
3026,"","","","","","",""
3027,"","","","","","",""
3028,"","","","","","",""
3029,Leonardo Royal Hotel Mannheim,Augustaanlage,"4-8","68165",Mannheim,DE,Cluster Reservation Office Supervisor 
3030,"","","","","","",""
3031,"","","","","","",""
3032,"","","","","","",""
3033,Jos ten Berg B.V.,Utrechthaven,"16","3433PN",Nieuwegein,NL,""
3034,"","","","","","",""
3035,JW Marriott Mumbai Sahar,"Chhatrapati Shivaji International Airport, IA Project Rd,","", 400099 , Andheri Mumbai,IN,""
3036,"","","","","","",""
3037,"","","","","","",""
3038,"","","","","","",""
